# Formato: id;titolo;genere;regista;anno;durata;etaMinima;dataOra;costo
303;Lat sau san taam;Action;John Woo;1992;128;16;2027-08-23 10:00;6.5
304;Sholay;Action;Ramesh Sippy;1975;204;0;2027-08-22 16:30;8.0
305;The Others;Horror;Alejandro Amenábar;2001;101;12;2027-08-22 14:00;7.5
306;Kal Ho Naa Ho;Comedy;Nikkhil Advani;2003;186;0;2027-08-22 10:00;8.5
307;Swades: We, the People;Drama;Ashutosh Gowariker;2004;210;0;2027-08-21 16:00;8.5
308;All That Jazz;Drama;Bob Fosse;1979;123;12;2027-08-21 13:00;6.5
309;All That Jazz;Drama;Bob Fosse;1979;123;12;2027-08-21 10:00;7.5
310;Jeux d'enfants;Comedy;Yann Samuell;2003;93;16;2027-08-20 10:00;6.5
311;Amadeus;Biography;Milos Forman;1984;160;16;2027-08-19 10:00;7.0
312;Sholay;Action;Ramesh Sippy;1975;204;0;2027-08-18 10:00;7.5
313;Der Name der Rose;Crime;Jean-Jacques Annaud;1986;130;16;2027-08-17 15:30;8.5
314;Toki o kakeru shôjo;Animation;Mamoru Hosoda;2006;98;0;2027-08-17 13:00;8.5
315;The Treasure of the Sierra Madre;Adventure;John Huston;1948;126;12;2027-08-17 10:00;8.5
316;Jeux d'enfants;Comedy;Yann Samuell;2003;93;16;2027-08-16 13:30;7.0
317;Aliens;Action;James Cameron;1986;137;0;2027-08-16 10:30;6.5
318;The Killing Fields;Biography;Roland Joffé;1984;141;12;2027-08-15 18:00;9.0
319;8½;Drama;Federico Fellini;1963;138;12;2027-08-15 15:00;8.5
320;Sholay;Action;Ramesh Sippy;1975;204;0;2027-08-15 10:30;6.5
321;Indiana Jones and the Last Crusade;Action;Steven Spielberg;1989;127;0;2027-08-14 16:30;6.5
322;Fitzcarraldo;Adventure;Werner Herzog;1982;158;16;2027-08-14 13:00;8.5
323;Planet of the Apes;Adventure;Franklin J. Schaffner;1968;112;0;2027-08-14 10:00;8.0
324;Fitzcarraldo;Adventure;Werner Herzog;1982;158;16;2027-08-13 10:30;6.5
325;Gone with the Wind;Drama;Victor Fleming;1939;238;0;2027-08-12 10:30;7.5
326;Sholay;Action;Ramesh Sippy;1975;204;0;2027-08-11 16:00;6.5
327;Lat sau san taam;Action;John Woo;1992;128;16;2027-08-11 13:00;7.5
328;Casino Royale;Action;Martin Campbell;2006;144;12;2027-08-11 10:00;8.0
329;Indiana Jones and the Last Crusade;Action;Steven Spielberg;1989;127;0;2027-08-10 15:30;7.0
330;Lat sau san taam;Action;John Woo;1992;128;16;2027-08-10 12:30;8.5
331;Once;Drama;John Carney;2007;86;16;2027-08-10 10:30;7.0
332;Planet of the Apes;Adventure;Franklin J. Schaffner;1968;112;0;2027-08-09 16:30;6.5
333;Once;Drama;John Carney;2007;86;16;2027-08-09 14:00;7.5
334;Barry Lyndon;Adventure;Stanley Kubrick;1975;185;6;2027-08-09 10:00;8.0
335;The Others;Horror;Alejandro Amenábar;2001;101;12;2027-08-08 19:30;10.0
336;Saving Private Ryan;Drama;Steven Spielberg;1998;169;16;2027-08-08 16:00;8.5
337;Sen to Chihiro no kamikakushi;Animation;Hayao Miyazaki;2001;125;0;2027-08-08 13:00;7.5
338;The Treasure of the Sierra Madre;Adventure;John Huston;1948;126;12;2027-08-08 10:00;7.5
339;The Gold Rush;Adventure;Charles Chaplin;1925;95;12;2027-08-07 19:30;8.5
340;Do lok tin si;Comedy;Kar-Wai Wong;1995;99;12;2027-08-07 17:00;8.5
341;Fitzcarraldo;Adventure;Werner Herzog;1982;158;16;2027-08-07 13:30;7.5
342;Kakushi-toride no san-akunin;Adventure;Akira Kurosawa;1958;139;12;2027-08-07 10:00;6.5
343;Barry Lyndon;Adventure;Stanley Kubrick;1975;185;6;2027-08-06 13:00;8.0
344;Sen to Chihiro no kamikakushi;Animation;Hayao Miyazaki;2001;125;0;2027-08-06 10:00;7.5
345;Aliens;Action;James Cameron;1986;137;0;2027-08-05 10:30;7.0
346;The Shawshank Redemption;Drama;Frank Darabont;1994;142;12;2027-08-04 15:30;8.0
347;The Gold Rush;Adventure;Charles Chaplin;1925;95;12;2027-08-04 13:00;7.0
348;Sen to Chihiro no kamikakushi;Animation;Hayao Miyazaki;2001;125;0;2027-08-04 10:00;7.5
349;Aliens;Action;James Cameron;1986;137;0;2027-08-03 16:30;8.0
350;The Killing Fields;Biography;Roland Joffé;1984;141;12;2027-08-03 13:30;6.5
351;Indiana Jones and the Last Crusade;Action;Steven Spielberg;1989;127;0;2027-08-03 10:30;7.0
352;The Muppet Movie;Adventure;James Frawley;1979;95;0;2027-08-02 10:30;8.0
353;Swades: We, the People;Drama;Ashutosh Gowariker;2004;210;0;2027-08-01 18:00;9.0
354;The Game;Action;David Fincher;1997;129;12;2027-08-01 15:00;7.0
355;Gone with the Wind;Drama;Victor Fleming;1939;238;0;2027-08-01 10:00;7.5
356;The Game;Action;David Fincher;1997;129;12;2027-07-31 19:30;9.0
357;The Game;Action;David Fincher;1997;129;12;2027-07-31 16:30;8.0
358;Fitzcarraldo;Adventure;Werner Herzog;1982;158;16;2027-07-31 13:00;7.0
359;Finding Neverland;Biography;Marc Forster;2004;106;0;2027-07-31 10:30;8.5
360;Aliens;Action;James Cameron;1986;137;0;2027-07-30 16:00;8.0
361;Interstate 60: Episodes of the Road;Adventure;Bob Gale;2002;116;16;2027-07-30 13:00;7.5
362;Control;Biography;Anton Corbijn;2007;122;16;2027-07-30 10:00;8.5
363;The Illusionist;Drama;Neil Burger;2006;110;0;2027-07-29 10:30;6.5
364;Star Wars: Episode VI - Return of the Jedi;Action;Richard Marquand;1983;131;0;2027-07-28 16:00;7.5
365;Interstate 60: Episodes of the Road;Adventure;Bob Gale;2002;116;16;2027-07-28 13:00;7.5
366;Finding Neverland;Biography;Marc Forster;2004;106;0;2027-07-28 10:30;7.5
367;Star Wars: Episode VI - Return of the Jedi;Action;Richard Marquand;1983;131;0;2027-07-27 10:00;8.0
368;Philadelphia;Drama;Jonathan Demme;1993;125;12;2027-07-26 10:30;6.5
369;Le locataire;Drama;Roman Polanski;1976;126;16;2027-07-25 19:30;8.5
370;Interstate 60: Episodes of the Road;Adventure;Bob Gale;2002;116;16;2027-07-25 16:30;8.0
371;The Game;Action;David Fincher;1997;129;12;2027-07-25 13:30;8.5
372;The Shawshank Redemption;Drama;Frank Darabont;1994;142;12;2027-07-25 10:30;7.5
373;Kakushi-toride no san-akunin;Adventure;Akira Kurosawa;1958;139;12;2027-07-24 19:00;10.0
374;The Bridges of Madison County;Drama;Clint Eastwood;1995;135;12;2027-07-24 16:00;8.0
375;Kakushi-toride no san-akunin;Adventure;Akira Kurosawa;1958;139;12;2027-07-24 13:00;8.5
376;Le locataire;Drama;Roman Polanski;1976;126;16;2027-07-24 10:00;8.5
377;The Birds;Drama;Alfred Hitchcock;1963;119;12;2027-07-23 14:30;7.0
378;Zelig;Comedy;Woody Allen;1983;79;6;2027-07-23 12:30;8.0
379;Toy Story 2;Animation;John Lasseter;1999;92;0;2027-07-23 10:00;8.0
380;Batman Begins;Action;Christopher Nolan;2005;140;12;2027-07-22 10:00;8.5
381;The Birds;Drama;Alfred Hitchcock;1963;119;12;2027-07-21 16:30;7.0
382;Interstate 60: Episodes of the Road;Adventure;Bob Gale;2002;116;16;2027-07-21 13:30;7.5
383;The Game;Action;David Fincher;1997;129;12;2027-07-21 10:30;8.5
384;Stand by Me;Adventure;Rob Reiner;1986;89;0;2027-07-20 15:30;6.5
385;Close Encounters of the Third Kind;Drama;Steven Spielberg;1977;138;0;2027-07-20 12:30;7.5
386;Finding Nemo;Animation;Andrew Stanton;2003;100;0;2027-07-20 10:00;8.0
387;Zelig;Comedy;Woody Allen;1983;79;6;2027-07-19 13:00;7.5
388;Ed Wood;Biography;Tim Burton;1994;127;0;2027-07-19 10:00;8.5
389;Zelig;Comedy;Woody Allen;1983;79;6;2027-07-18 17:00;7.5
390;Rio Bravo;Action;Howard Hawks;1959;141;12;2027-07-18 14:00;8.0
391;Barry Lyndon;Adventure;Stanley Kubrick;1975;185;6;2027-07-18 10:00;6.5
392;Planet of the Apes;Adventure;Franklin J. Schaffner;1968;112;0;2027-07-17 19:00;10.0
393;The Shawshank Redemption;Drama;Frank Darabont;1994;142;12;2027-07-17 16:00;8.5
394;Casino Royale;Action;Martin Campbell;2006;144;12;2027-07-17 13:00;7.5
395;Le locataire;Drama;Roman Polanski;1976;126;16;2027-07-17 10:00;6.5
396;Blazing Saddles;Comedy;Mel Brooks;1974;93;12;2027-07-16 10:30;6.5
397;Rocky;Drama;John G. Avildsen;1976;120;0;2027-07-15 12:30;7.5
398;Do lok tin si;Comedy;Kar-Wai Wong;1995;99;12;2027-07-15 10:00;8.5
399;Control;Biography;Anton Corbijn;2007;122;16;2027-07-14 10:30;8.0
400;The Great Dictator;Comedy;Charles Chaplin;1940;125;12;2027-07-13 10:00;8.5
401;Ladri di biciclette;Drama;Vittorio De Sica;1948;89;12;2027-07-12 13:00;8.5
402;Close Encounters of the Third Kind;Drama;Steven Spielberg;1977;138;0;2027-07-12 10:00;8.0
403;The Great Dictator;Comedy;Charles Chaplin;1940;125;12;2027-07-11 18:30;10.0
404;Det sjunde inseglet;Drama;Ingmar Bergman;1957;96;12;2027-07-11 16:00;7.5
405;Rio Bravo;Action;Howard Hawks;1959;141;12;2027-07-11 13:00;8.5
406;Lock, Stock and Two Smoking Barrels;Action;Guy Ritchie;1998;107;12;2027-07-11 10:30;7.0
407;The Birds;Drama;Alfred Hitchcock;1963;119;12;2027-07-10 19:00;9.5
408;Fantasia;Animation;James Algar;1940;125;0;2027-07-10 16:00;8.0
409;Interstate 60: Episodes of the Road;Adventure;Bob Gale;2002;116;16;2027-07-10 13:00;7.0
410;Happiness;Comedy;Todd Solondz;1998;134;12;2027-07-10 10:00;8.0
411;Who's Afraid of Virginia Woolf?;Drama;Mike Nichols;1966;131;12;2027-07-09 16:30;8.0
412;Ikiru;Drama;Akira Kurosawa;1952;143;12;2027-07-09 13:30;8.5
413;Once Upon a Time in the West;Western;Sergio Leone;1968;165;0;2027-07-09 10:00;8.0
414;Gone with the Wind;Drama;Victor Fleming;1939;238;0;2027-07-08 13:30;7.0
415;Casino Royale;Action;Martin Campbell;2006;144;12;2027-07-08 10:30;7.5
416;Interstate 60: Episodes of the Road;Adventure;Bob Gale;2002;116;16;2027-07-07 16:00;6.5
417;The Birds;Drama;Alfred Hitchcock;1963;119;12;2027-07-07 13:00;7.0
418;The Bridges of Madison County;Drama;Clint Eastwood;1995;135;12;2027-07-07 10:00;8.0
419;Happiness;Comedy;Todd Solondz;1998;134;12;2027-07-06 10:00;8.5
420;American Gangster;Biography;Ridley Scott;2007;157;12;2027-07-05 13:30;8.0
421;Fantasia;Animation;James Algar;1940;125;0;2027-07-05 10:30;7.0
422;Match Point;Drama;Woody Allen;2005;124;16;2027-07-04 18:00;10.0
423;The Illusionist;Drama;Neil Burger;2006;110;0;2027-07-04 15:00;7.5
424;Gone with the Wind;Drama;Victor Fleming;1939;238;0;2027-07-04 10:00;7.0
425;Toy Story 2;Animation;John Lasseter;1999;92;0;2027-07-03 19:00;8.5
426;Stand by Me;Adventure;Rob Reiner;1986;89;0;2027-07-03 16:30;6.5
427;Once Upon a Time in the West;Western;Sergio Leone;1968;165;0;2027-07-03 13:00;8.5
428;Batman Begins;Action;Christopher Nolan;2005;140;12;2027-07-03 10:00;8.5
429;Serenity;Action;Joss Whedon;2005;119;12;2027-07-02 13:30;8.5
430;Match Point;Drama;Woody Allen;2005;124;16;2027-07-02 10:30;6.5
431;Rocky;Drama;John G. Avildsen;1976;120;0;2027-07-01 10:00;8.5
432;The Muppet Movie;Adventure;James Frawley;1979;95;0;2027-06-30 13:00;6.5
433;Gongdong gyeongbi guyeok JSA;Action;Chan-wook Park;2000;110;12;2027-06-30 10:30;8.5
434;The Illusionist;Drama;Neil Burger;2006;110;0;2027-06-29 13:00;8.5
435;The Killing Fields;Biography;Roland Joffé;1984;141;12;2027-06-29 10:00;8.5
436;The Muppet Christmas Carol;Comedy;Brian Henson;1992;85;0;2027-06-28 16:00;8.0
437;Sleepers;Crime;Barry Levinson;1996;147;12;2027-06-28 13:00;7.0
438;Hedwig and the Angry Inch;Comedy;John Cameron Mitchell;2001;95;16;2027-06-28 10:30;7.5
439;La montaña sagrada;Adventure;Alejandro Jodorowsky;1973;114;16;2027-06-27 18:30;10.0
440;American Gangster;Biography;Ridley Scott;2007;157;12;2027-06-27 15:00;6.5
441;The Great Dictator;Comedy;Charles Chaplin;1940;125;12;2027-06-27 12:00;8.5
442;Stand by Me;Adventure;Rob Reiner;1986;89;0;2027-06-27 10:00;6.5
443;The Great Dictator;Comedy;Charles Chaplin;1940;125;12;2027-06-26 19:30;8.5
444;Fantasia;Animation;James Algar;1940;125;0;2027-06-26 16:30;8.0
445;Once Upon a Time in the West;Western;Sergio Leone;1968;165;0;2027-06-26 13:00;8.0
446;Who's Afraid of Virginia Woolf?;Drama;Mike Nichols;1966;131;12;2027-06-26 10:00;7.0
447;Gongdong gyeongbi guyeok JSA;Action;Chan-wook Park;2000;110;12;2027-06-25 10:30;7.5
448;The Illusionist;Drama;Neil Burger;2006;110;0;2027-06-24 10:00;7.5
449;The Incredibles;Animation;Brad Bird;2004;115;0;2027-06-23 13:30;7.0
450;Match Point;Drama;Woody Allen;2005;124;16;2027-06-23 10:30;7.0
451;Enemy at the Gates;Drama;Jean-Jacques Annaud;2001;131;12;2027-06-22 10:30;6.5
452;Ladri di biciclette;Drama;Vittorio De Sica;1948;89;12;2027-06-21 13:00;7.5
453;Blazing Saddles;Comedy;Mel Brooks;1974;93;12;2027-06-21 10:30;7.0
454;Twelve Monkeys;Mystery;Terry Gilliam;1995;129;12;2027-06-20 18:30;10.0
455;Kakushi-toride no san-akunin;Adventure;Akira Kurosawa;1958;139;12;2027-06-20 15:30;6.5
456;Det sjunde inseglet;Drama;Ingmar Bergman;1957;96;12;2027-06-20 13:00;6.5
457;Ed Wood;Biography;Tim Burton;1994;127;0;2027-06-20 10:00;7.5
458;Lost in Translation;Comedy;Sofia Coppola;2003;102;12;2027-06-19 18:00;9.5
459;Hedwig and the Angry Inch;Comedy;John Cameron Mitchell;2001;95;16;2027-06-19 15:30;7.0
460;Happiness;Comedy;Todd Solondz;1998;134;12;2027-06-19 12:30;7.0
461;Blazing Saddles;Comedy;Mel Brooks;1974;93;12;2027-06-19 10:00;7.0
462;Happiness;Comedy;Todd Solondz;1998;134;12;2027-06-18 16:30;7.5
463;Rio Bravo;Action;Howard Hawks;1959;141;12;2027-06-18 13:30;7.5
464;The Great Dictator;Comedy;Charles Chaplin;1940;125;12;2027-06-18 10:30;7.5
465;Gattaca;Drama;Andrew Niccol;1997;106;12;2027-06-17 14:00;7.5
466;Munna Bhai M.B.B.S.;Comedy;Rajkumar Hirani;2003;156;0;2027-06-17 10:30;7.0
467;Lost in Translation;Comedy;Sofia Coppola;2003;102;12;2027-06-16 10:30;8.0
468;Tombstone;Action;George P. Cosmatos;1993;130;16;2027-06-15 16:30;7.0
469;The Thin Red Line;Drama;Terrence Malick;1998;170;12;2027-06-15 12:30;7.0
470;The Illusionist;Drama;Neil Burger;2006;110;0;2027-06-15 10:00;7.0
471;The Muppet Christmas Carol;Comedy;Brian Henson;1992;85;0;2027-06-14 16:00;7.0
472;The Incredibles;Animation;Brad Bird;2004;115;0;2027-06-14 13:00;7.5
473;Match Point;Drama;Woody Allen;2005;124;16;2027-06-14 10:00;6.5
474;Munna Bhai M.B.B.S.;Comedy;Rajkumar Hirani;2003;156;0;2027-06-13 16:30;7.5
475;The Muppet Christmas Carol;Comedy;Brian Henson;1992;85;0;2027-06-13 14:00;8.5
476;The Thin Red Line;Drama;Terrence Malick;1998;170;12;2027-06-13 10:00;8.5
477;The Illusionist;Drama;Neil Burger;2006;110;0;2027-06-12 18:00;9.5
478;Lock, Stock and Two Smoking Barrels;Action;Guy Ritchie;1998;107;12;2027-06-12 15:30;8.5
479;Gattaca;Drama;Andrew Niccol;1997;106;12;2027-06-12 13:00;8.0
480;Rocky;Drama;John G. Avildsen;1976;120;0;2027-06-12 10:00;8.5
481;Enemy at the Gates;Drama;Jean-Jacques Annaud;2001;131;12;2027-06-11 10:30;8.5
482;Match Point;Drama;Woody Allen;2005;124;16;2027-06-10 10:30;7.0
483;The Killing Fields;Biography;Roland Joffé;1984;141;12;2027-06-09 16:00;7.5
484;Enemy at the Gates;Drama;Jean-Jacques Annaud;2001;131;12;2027-06-09 13:00;7.5
485;Gattaca;Drama;Andrew Niccol;1997;106;12;2027-06-09 10:30;7.5
486;La montaña sagrada;Adventure;Alejandro Jodorowsky;1973;114;16;2027-06-08 15:30;8.0
487;Lost in Translation;Comedy;Sofia Coppola;2003;102;12;2027-06-08 13:00;7.0
488;Happiness;Comedy;Todd Solondz;1998;134;12;2027-06-08 10:00;7.5
489;La montaña sagrada;Adventure;Alejandro Jodorowsky;1973;114;16;2027-06-07 16:00;7.5
490;The Bridges of Madison County;Drama;Clint Eastwood;1995;135;12;2027-06-07 13:00;6.5
491;Happiness;Comedy;Todd Solondz;1998;134;12;2027-06-07 10:00;8.0
492;La haine;Crime;Mathieu Kassovitz;1995;98;12;2027-06-06 15:30;8.0
493;Who's Afraid of Virginia Woolf?;Drama;Mike Nichols;1966;131;12;2027-06-06 12:30;7.0
494;Hedwig and the Angry Inch;Comedy;John Cameron Mitchell;2001;95;16;2027-06-06 10:00;8.0
495;King Kong;Adventure;Merian C. Cooper;1933;100;12;2027-06-05 15:00;7.0
496;Dazed and Confused;Comedy;Richard Linklater;1993;102;0;2027-06-05 12:30;6.5
497;Stand by Me;Adventure;Rob Reiner;1986;89;0;2027-06-05 10:30;7.0
498;The Thin Red Line;Drama;Terrence Malick;1998;170;12;2027-06-04 16:00;7.5
499;Escape from Alcatraz;Action;Don Siegel;1979;112;12;2027-06-04 13:00;7.5
500;The Elephant Man;Biography;David Lynch;1980;124;12;2027-06-04 10:00;8.5
501;Happiness;Comedy;Todd Solondz;1998;134;12;2027-06-03 13:00;6.5
502;Det sjunde inseglet;Drama;Ingmar Bergman;1957;96;12;2027-06-03 10:30;8.5
503;Ikiru;Drama;Akira Kurosawa;1952;143;12;2027-06-02 16:30;6.5
504;Dazed and Confused;Comedy;Richard Linklater;1993;102;0;2027-06-02 14:00;6.5
505;The Thin Red Line;Drama;Terrence Malick;1998;170;12;2027-06-02 10:30;7.5
506;Ikiru;Drama;Akira Kurosawa;1952;143;12;2027-06-01 16:00;8.5
507;The Muppet Christmas Carol;Comedy;Brian Henson;1992;85;0;2027-06-01 13:30;7.0
508;Sleepers;Crime;Barry Levinson;1996;147;12;2027-06-01 10:00;6.5
509;Twelve Monkeys;Mystery;Terry Gilliam;1995;129;12;2027-05-31 13:00;6.5
510;Tropa de Elite;Action;José Padilha;2007;115;16;2027-05-31 10:00;7.5
511;Tropa de Elite;Action;José Padilha;2007;115;16;2027-05-30 16:00;8.0
512;First Blood;Action;Ted Kotcheff;1982;93;12;2027-05-30 13:30;8.0
513;Happiness;Comedy;Todd Solondz;1998;134;12;2027-05-30 10:30;7.0
514;North by Northwest;Adventure;Alfred Hitchcock;1959;136;0;2027-05-29 18:30;8.5
515;Lost in Translation;Comedy;Sofia Coppola;2003;102;12;2027-05-29 16:00;8.5
516;Munna Bhai M.B.B.S.;Comedy;Rajkumar Hirani;2003;156;0;2027-05-29 12:30;8.5
517;Gongdong gyeongbi guyeok JSA;Action;Chan-wook Park;2000;110;12;2027-05-29 10:00;8.5
518;Dazed and Confused;Comedy;Richard Linklater;1993;102;0;2027-05-28 13:00;8.5
519;Hedwig and the Angry Inch;Comedy;John Cameron Mitchell;2001;95;16;2027-05-28 10:30;7.0
520;Badlands;Action;Terrence Malick;1973;94;6;2027-05-27 12:30;6.5
521;Badlands;Action;Terrence Malick;1973;94;6;2027-05-27 10:00;8.5
522;Mystic River;Crime;Clint Eastwood;2003;138;12;2027-05-26 13:00;7.0
523;Le scaphandre et le papillon;Biography;Julian Schnabel;2007;112;12;2027-05-26 10:30;7.0
524;Kakushi-toride no san-akunin;Adventure;Akira Kurosawa;1958;139;12;2027-05-25 10:00;7.0
525;Who's Afraid of Virginia Woolf?;Drama;Mike Nichols;1966;131;12;2027-05-24 10:30;7.0
526;Heat;Crime;Michael Mann;1995;170;12;2027-05-23 17:30;7.0
527;The Last Samurai;Action;Edward Zwick;2003;154;12;2027-05-23 14:00;8.0
528;Cast Away;Adventure;Robert Zemeckis;2000;143;12;2027-05-23 10:30;6.5
529;First Blood;Action;Ted Kotcheff;1982;93;12;2027-05-22 16:30;7.0
530;Mystic River;Crime;Clint Eastwood;2003;138;12;2027-05-22 13:00;6.5
531;Snatch;Comedy;Guy Ritchie;2000;104;12;2027-05-22 10:30;7.0
532;Dazed and Confused;Comedy;Richard Linklater;1993;102;0;2027-05-21 12:30;6.5
533;Sunset Blvd.;Drama;Billy Wilder;1950;110;12;2027-05-21 10:00;8.0
534;Tombstone;Action;George P. Cosmatos;1993;130;16;2027-05-20 15:30;6.5
535;Tropa de Elite;Action;José Padilha;2007;115;16;2027-05-20 13:00;7.0
536;Dazed and Confused;Comedy;Richard Linklater;1993;102;0;2027-05-20 10:30;7.0
537;Braveheart;Biography;Mel Gibson;1995;178;12;2027-05-19 10:00;6.5
538;Gattaca;Drama;Andrew Niccol;1997;106;12;2027-05-18 15:00;8.5
539;Snatch;Comedy;Guy Ritchie;2000;104;12;2027-05-18 12:30;8.5
540;Badlands;Action;Terrence Malick;1973;94;6;2027-05-18 10:00;7.0
541;Brief Encounter;Drama;David Lean;1945;86;0;2027-05-17 14:00;7.5
542;The Lord of the Rings: The Two Towers;Action;Peter Jackson;2002;179;12;2027-05-17 10:00;8.0
543;First Blood;Action;Ted Kotcheff;1982;93;12;2027-05-16 18:30;8.5
544;King Kong;Adventure;Merian C. Cooper;1933;100;12;2027-05-16 16:00;7.5
545;All the President's Men;Biography;Alan J. Pakula;1976;138;0;2027-05-16 13:00;6.5
546;King Kong;Adventure;Merian C. Cooper;1933;100;12;2027-05-16 10:30;8.5
547;Tropa de Elite;Action;José Padilha;2007;115;16;2027-05-15 19:30;9.5
548;Heat;Crime;Michael Mann;1995;170;12;2027-05-15 16:00;8.5
549;La haine;Crime;Mathieu Kassovitz;1995;98;12;2027-05-15 13:30;8.0
550;Cast Away;Adventure;Robert Zemeckis;2000;143;12;2027-05-15 10:00;7.0
551;Twelve Monkeys;Mystery;Terry Gilliam;1995;129;12;2027-05-14 10:00;7.5
552;Mystic River;Crime;Clint Eastwood;2003;138;12;2027-05-13 10:30;6.5
553;All the President's Men;Biography;Alan J. Pakula;1976;138;0;2027-05-12 10:00;8.5
554;Rain Man;Drama;Barry Levinson;1988;133;0;2027-05-11 12:30;8.0
555;Fa yeung nin wah;Drama;Kar-Wai Wong;2000;98;0;2027-05-11 10:00;7.0
556;Dom za vesanje;Comedy;Emir Kusturica;1988;142;16;2027-05-10 12:30;6.5
557;First Blood;Action;Ted Kotcheff;1982;93;12;2027-05-10 10:00;8.0
558;Brief Encounter;Drama;David Lean;1945;86;0;2027-05-09 20:00;9.5
559;Dark City;Mystery;Alex Proyas;1998;100;12;2027-05-09 17:30;8.0
560;Dom za vesanje;Comedy;Emir Kusturica;1988;142;16;2027-05-09 14:30;7.5
561;Gandhi;Biography;Richard Attenborough;1982;191;0;2027-05-09 10:30;7.5
562;First Blood;Action;Ted Kotcheff;1982;93;12;2027-05-08 16:30;7.5
563;Vertigo;Mystery;Alfred Hitchcock;1958;128;12;2027-05-08 13:30;8.5
564;A Streetcar Named Desire;Drama;Elia Kazan;1951;122;12;2027-05-08 10:30;8.0
565;King Kong;Adventure;Merian C. Cooper;1933;100;12;2027-05-07 12:30;8.0
566;Escape from Alcatraz;Action;Don Siegel;1979;112;12;2027-05-07 10:00;6.5
567;Kakushi-toride no san-akunin;Adventure;Akira Kurosawa;1958;139;12;2027-05-06 16:00;8.5
568;Cabaret;Drama;Bob Fosse;1972;124;12;2027-05-06 13:00;8.0
569;The Great Dictator;Comedy;Charles Chaplin;1940;125;12;2027-05-06 10:00;8.5
570;Kakushi-toride no san-akunin;Adventure;Akira Kurosawa;1958;139;12;2027-05-05 10:00;8.5
571;Gandhi;Biography;Richard Attenborough;1982;191;0;2027-05-04 10:30;6.5
572;Jûbê ninpûchô;Animation;Yoshiaki Kawajiri;1993;94;12;2027-05-03 10:00;6.5
573;Badlands;Action;Terrence Malick;1973;94;6;2027-05-02 21:00;8.5
574;Gandhi;Biography;Richard Attenborough;1982;191;0;2027-05-02 17:00;6.5
575;Heat;Crime;Michael Mann;1995;170;12;2027-05-02 13:00;7.0
576;Seppuku;Action;Masaki Kobayashi;1962;133;12;2027-05-02 10:00;7.5
577;Snatch;Comedy;Guy Ritchie;2000;104;12;2027-05-01 16:00;7.5
578;La haine;Crime;Mathieu Kassovitz;1995;98;12;2027-05-01 13:30;6.5
579;Heat;Crime;Michael Mann;1995;170;12;2027-05-01 10:00;7.0
580;The Red Shoes;Drama;Michael Powell;1948;135;12;2027-04-30 14:00;8.5
581;The Right Stuff;Adventure;Philip Kaufman;1983;193;6;2027-04-30 10:00;7.5
582;Cast Away;Adventure;Robert Zemeckis;2000;143;12;2027-04-29 14:30;8.0
583;The Lord of the Rings: The Two Towers;Action;Peter Jackson;2002;179;12;2027-04-29 10:30;7.0
584;Duck Soup;Comedy;Leo McCarey;1933;69;12;2027-04-28 15:30;8.5
585;Cabaret;Drama;Bob Fosse;1972;124;12;2027-04-28 12:30;7.5
586;The Night of the Hunter;Crime;Charles Laughton;1955;92;12;2027-04-28 10:00;8.0
587;Dom za vesanje;Comedy;Emir Kusturica;1988;142;16;2027-04-27 15:30;7.5
588;Jûbê ninpûchô;Animation;Yoshiaki Kawajiri;1993;94;12;2027-04-27 13:00;7.5
589;Cowboy Bebop: Tengoku no tobira;Animation;Shin'ichirô Watanabe;2001;115;0;2027-04-27 10:30;6.5
590;Dà hóng denglong gaogao guà;Drama;Yimou Zhang;1991;125;6;2027-04-26 15:00;8.0
591;Escape from Alcatraz;Action;Don Siegel;1979;112;12;2027-04-26 12:00;8.5
592;Brief Encounter;Drama;David Lean;1945;86;0;2027-04-26 10:00;7.5
593;In a Lonely Place;Drama;Nicholas Ray;1950;94;12;2027-04-25 17:00;7.5
594;The Right Stuff;Adventure;Philip Kaufman;1983;193;6;2027-04-25 13:00;8.5
